x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7533479928970337,0.7704077959060669,-5.888465466341586e-07,0.6716527938842773,0.7077255249023438,0.01166799757629633,0.6122491955757141,0.6257196068763733,0.012748871929943562,0.5713192820549011,0.5635405778884888,0.0007013934082351625,0.5603166222572327,0.50099116563797,-0.008744003251194954,0.6836960911750793,0.5048617720603943,0.06472638994455338,0.6477645635604858,0.43187952041625977,0.0424400269985199,0.6010770797729492,0.4439472556114197,0.015551515854895115,0.5690809488296509,0.4750393033027649,0.00030650972621515393,0.7092800140380859,0.4967537224292755,0.04050712287425995,0.6737392544746399,0.4011990427970886,0.0181287731975317,0.618405818939209,0.41588133573532104,-0.006517243571579456,0.5838261246681213,0.45784926414489746,-0.018571726977825165,0.7343502044677734,0.5002678632736206,0.009521516039967537,0.7056500315666199,0.40152835845947266,-0.009828362613916397,0.6428225636482239,0.4117203950881958,-0.022530635818839073,0.603242039680481,0.44982483983039856,-0.025292005389928818,0.7528567910194397,0.5144979953765869,-0.02274026721715927,0.724371612071991,0.42175376415252686,-0.032471343874931335,0.6732141375541687,0.4070323407649994,-0.03514983877539635,0.6331774592399597,0.42318832874298096,-0.034053925424814224,O
0.7023076415061951,0.8091024160385132,-6.479129979197751e-07,0.619348406791687,0.7511993646621704,0.005428513512015343,0.5560288429260254,0.6737730503082275,0.0005983670707792044,0.5123990774154663,0.6144581437110901,-0.01565409265458584,0.5053797960281372,0.5559641718864441,-0.02866402082145214,0.6248317360877991,0.5466170907020569,0.04690754786133766,0.5938906073570251,0.4629169702529907,0.016096070408821106,0.5425547361373901,0.4808180332183838,-0.013826449401676655,0.5087401866912842,0.5175332427024841,-0.030294135212898254,0.6493511199951172,0.538476824760437,0.02520163543522358,0.6115992069244385,0.4332919120788574,-0.007339583244174719,0.551250696182251,0.4619408845901489,-0.03275543078780174,0.5192970037460327,0.513630211353302,-0.04317312315106392,0.6731878519058228,0.5405662059783936,-0.0031685931608080864,0.6420726776123047,0.43503469228744507,-0.0286850742995739,0.578048586845398,0.4567815363407135,-0.04075152054429054,0.5405042171478271,0.5032557249069214,-0.041740771383047104,0.6925391554832458,0.5545502305030823,-0.03307944908738136,0.6617008447647095,0.4633673429489136,-0.04561280459165573,0.6096027493476868,0.4546843469142914,-0.04857734590768814,0.5699668526649475,0.47492659091949463,-0.047048863023519516,O
0.7886067628860474,0.7543542385101318,-5.611010465145227e-07,0.7147377133369446,0.6929558515548706,0.004034109879285097,0.6616751551628113,0.6060432195663452,0.0016401566099375486,0.6235775947570801,0.5403459668159485,-0.011388841085135937,0.619766354560852,0.4791467785835266,-0.02054385282099247,0.7388414144515991,0.48398321866989136,0.05108858644962311,0.7248281240463257,0.39335498213768005,0.024085693061351776,0.6777507662773132,0.3955082297325134,-0.0037720813415944576,0.6410289406776428,0.4227563142776489,-0.018806783482432365,0.7627414464950562,0.47985735535621643,0.03259372338652611,0.7462840676307678,0.3747601807117462,0.006850415375083685,0.6903013586997986,0.3833381235599518,-0.01584704965353012,0.6538362503051758,0.42204657196998596,-0.025698745623230934,0.786658525466919,0.4836445152759552,0.007127753924578428,0.7753089666366577,0.38116276264190674,-0.012205244041979313,0.7164976000785828,0.38505133986473083,-0.021990962326526642,0.6771516799926758,0.4190974831581116,-0.022809727117419243,0.8078579902648926,0.4982333183288574,-0.020436948165297508,0.7911723256111145,0.4104647636413574,-0.029239017516374588,0.7442737817764282,0.39150720834732056,-0.03130493685603142,0.7064875960350037,0.4015016555786133,-0.02952013909816742,O
0.8472760319709778,0.7218170166015625,-5.752272045356221e-07,0.777813732624054,0.649878978729248,0.0013575860066339374,0.7324219942092896,0.5652904510498047,-0.003874130081385374,0.7009817957878113,0.4993515610694885,-0.01932883821427822,0.7019741535186768,0.43617144227027893,-0.03228537365794182,0.8144536018371582,0.45501992106437683,0.04570877552032471,0.7926841378211975,0.368441641330719,0.016213208436965942,0.7495919466018677,0.36611148715019226,-0.015117419883608818,0.7177587151527405,0.3912777304649353,-0.032439056783914566,0.8423042297363281,0.44957512617111206,0.0276098120957613,0.8214775323867798,0.34681811928749084,-0.000587795686442405,0.7722748517990112,0.3474740982055664,-0.02786879986524582,0.737515926361084,0.38408899307250977,-0.041058897972106934,0.8717713356018066,0.45494499802589417,0.0029543593991547823,0.8595638275146484,0.3504202365875244,-0.01867762953042984,0.8062808513641357,0.3440004289150238,-0.030979763716459274,0.7671420574188232,0.3739085793495178,-0.03341342881321907,0.8998205661773682,0.4745776951313019,-0.023830190300941467,0.8888804316520691,0.37967726588249207,-0.036433931440114975,0.8457237482070923,0.3491813838481903,-0.04020816460251808,0.8061233162879944,0.35195624828338623,-0.03907822072505951,O
0.6211332678794861,0.6755422949790955,-5.501872806235042e-07,0.552341103553772,0.6219338774681091,-0.0013756412081420422,0.5066317319869995,0.5473410487174988,-0.0056345416232943535,0.4741438925266266,0.48827868700027466,-0.018891392275691032,0.4543389678001404,0.43002063035964966,-0.028238054364919662,0.5639344453811646,0.4327872097492218,0.04169434681534767,0.5423272848129272,0.3484155237674713,0.014232892543077469,0.4950855076313019,0.36255693435668945,-0.011641604825854301,0.46696731448173523,0.39740437269210815,-0.02472754195332527,0.5843027830123901,0.4248361885547638,0.02660800889134407,0.5595690011978149,0.3278946578502655,0.00031676111393608153,0.5043480396270752,0.3450808525085449,-0.020603245124220848,0.47492682933807373,0.3856510818004608,-0.028430866077542305,0.6039426326751709,0.42252808809280396,0.00463273748755455,0.5821421146392822,0.3279632031917572,-0.015441563911736012,0.5248264670372009,0.33839690685272217,-0.02439560741186142,0.4906921982765198,0.3727046549320221,-0.024115996435284615,0.6232261657714844,0.4287102520465851,-0.019746221601963043,0.5979166626930237,0.3484976887702942,-0.029057029634714127,0.553314208984375,0.3368414640426636,-0.03028152510523796,0.5203073620796204,0.35273370146751404,-0.02748326025903225,O
0.5726413726806641,0.7962347269058228,-6.930017661943566e-07,0.4977143108844757,0.7727417349815369,0.006710049230605364,0.44461652636528015,0.7181311249732971,-0.0005113071529194713,0.40041494369506836,0.6816651821136475,-0.017508866265416145,0.3589724600315094,0.6475976705551147,-0.03280527517199516,0.48743748664855957,0.5713986754417419,0.026884306222200394,0.43253833055496216,0.5097889304161072,-0.0016774943796917796,0.38537901639938354,0.5519000887870789,-0.027970589697360992,0.36825454235076904,0.6052404642105103,-0.04169737547636032,0.5026060938835144,0.5575921535491943,0.006493442691862583,0.4356743097305298,0.48874473571777344,-0.01580967754125595,0.38525229692459106,0.5350916385650635,-0.0310000479221344,0.3690227270126343,0.5906680226325989,-0.037353336811065674,0.5141919255256653,0.5576545596122742,-0.01862725056707859,0.4474613070487976,0.48914533853530884,-0.03357454016804695,0.39825209975242615,0.5335065126419067,-0.034077540040016174,0.3803889751434326,0.583402693271637,-0.031501077115535736,0.5224186778068542,0.5713514089584351,-0.045373547822237015,0.4714835286140442,0.5198233723640442,-0.052401088178157806,0.43134987354278564,0.5390126705169678,-0.04820185527205467,0.4101504981517792,0.5714587569236755,-0.0428505539894104,O
0.6404493451118469,0.784294068813324,-6.479058356489986e-07,0.5641348958015442,0.7332050800323486,0.012177225202322006,0.5107340216636658,0.661533772945404,0.008415666408836842,0.46680766344070435,0.6132377982139587,-0.007080451585352421,0.43422645330429077,0.5632344484329224,-0.019932113587856293,0.5786248445510864,0.5302528142929077,0.04210269823670387,0.54373699426651,0.44906532764434814,0.014138779602944851,0.4913809895515442,0.46769654750823975,-0.012089107185602188,0.4584822654724121,0.5077105164527893,-0.026061955839395523,0.5959118008613586,0.5257335305213928,0.018500108271837234,0.5470674633979797,0.4347982108592987,-0.006686283275485039,0.48804765939712524,0.46175920963287354,-0.02613011747598648,0.4578346312046051,0.5081672072410583,-0.035014595836400986,0.6074700951576233,0.5303605794906616,-0.010577688924968243,0.5585071444511414,0.44345948100090027,-0.029194943606853485,0.49760714173316956,0.4670320749282837,-0.0360083170235157,0.46332281827926636,0.508986234664917,-0.03646746277809143,0.6128679513931274,0.5458644032478333,-0.040816012769937515,0.5711171627044678,0.4737519919872284,-0.04939119517803192,0.5221176743507385,0.4708564281463623,-0.04989432916045189,0.4856736361980438,0.4908503293991089,-0.04805294796824455,O
0.7283297777175903,0.7074289321899414,-5.604479724752309e-07,0.6534803509712219,0.6471531391143799,0.009906199760735035,0.6039923429489136,0.5634244680404663,0.01169803086668253,0.5679426789283752,0.5034644603729248,0.001438438193872571,0.551371157169342,0.44346821308135986,-0.006451660301536322,0.6782001852989197,0.4528515338897705,0.0600624606013298,0.6519453525543213,0.37665605545043945,0.03900262340903282,0.6073582172393799,0.38049960136413574,0.013667494058609009,0.5736842751502991,0.4060113728046417,-0.0006660763174295425,0.7009158134460449,0.44792822003364563,0.03817646950483322,0.67378830909729,0.35224345326423645,0.01660490594804287,0.620641827583313,0.3609025478363037,-0.007290661800652742,0.5847655534744263,0.3978424370288849,-0.019029410555958748,0.7240033745765686,0.45283567905426025,0.009883340448141098,0.7037119269371033,0.353727787733078,-0.008256557397544384,0.6457852125167847,0.35722774267196655,-0.020714418962597847,0.6068137288093567,0.3894771933555603,-0.02397730201482773,0.7430005669593811,0.4672269821166992,-0.019799865782260895,0.7207804322242737,0.3783469498157501,-0.029348833486437798,0.6735073924064636,0.35956132411956787,-0.032784391194581985,0.6353662014007568,0.3703039586544037,-0.032540835440158844,O
0.7069584131240845,0.7791287899017334,-5.778763352282112e-07,0.6379522085189819,0.713366687297821,0.008687580935657024,0.5950562357902527,0.6288633346557617,0.008182867430150509,0.5646325349807739,0.5684794783592224,-0.0036353040486574173,0.549209475517273,0.5116583704948425,-0.012944351881742477,0.6702236533164978,0.5269060730934143,0.048023637384176254,0.6519688367843628,0.4363194704055786,0.022453155368566513,0.6078187227249146,0.4409504234790802,-0.0029174000956118107,0.5762600898742676,0.4698610007762909,-0.016031144186854362,0.6931151151657104,0.5262073874473572,0.02668580785393715,0.6730312705039978,0.4197729229927063,0.0005991372745484114,0.6194517612457275,0.4276113212108612,-0.021768031641840935,0.5866496562957764,0.4662448465824127,-0.03094898909330368,0.7148407101631165,0.5341193675994873,-0.0005808878340758383,0.6999567747116089,0.4304201900959015,-0.02097652293741703,0.6433411836624146,0.43213969469070435,-0.031629420816898346,0.6069303750991821,0.4637318551540375,-0.03269393742084503,0.7336782813072205,0.5504071712493896,-0.029151495546102524,0.7161017656326294,0.46036529541015625,-0.04029838368296623,0.670957624912262,0.4394996762275696,-0.043326303362846375,0.6346986889839172,0.448398619890213,-0.04187018796801567,O
0.6492683291435242,0.7754244804382324,-6.672221957160218e-07,0.5788004994392395,0.7123591899871826,0.013281043618917465,0.534737765789032,0.6291685700416565,0.014690382406115532,0.5025063157081604,0.567554771900177,0.0037596910260617733,0.48394256830215454,0.5092041492462158,-0.00532815745100379,0.6169466376304626,0.5217590928077698,0.05586373805999756,0.5856102108955383,0.4499225914478302,0.03435167670249939,0.5366830825805664,0.4560331106185913,0.010146351531147957,0.5009532570838928,0.4827616810798645,-0.0036548408679664135,0.6401773691177368,0.516558825969696,0.03210834413766861,0.5999118685722351,0.4281142055988312,0.0107805160805583,0.5422827005386353,0.4424789547920227,-0.011105521582067013,0.5055100917816162,0.47946697473526,-0.02215387299656868,0.6582140922546387,0.5209124088287354,0.0025464100763201714,0.6202346682548523,0.4313087463378906,-0.017800025641918182,0.5562022924423218,0.4424462914466858,-0.029712598770856857,0.514201819896698,0.4770045876502991,-0.03278595209121704,0.6657664775848389,0.5346249341964722,-0.02766893431544304,0.6293003559112549,0.45709946751594543,-0.03951578214764595,0.578521192073822,0.44690850377082825,-0.04293064773082733,0.5381971001625061,0.4617346525192261,-0.04273006692528725,O
